avonet_species_name,species,name_change,Order,status,IslandEndemic,Volancy,Mass,HWI,Habitat.x,Trophic.Level,Trophic.Niche,LAT,Beak.Length.culmen,Beak.Length.nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Tail.Length,Family,RedlistCategory,Threat,LogRangeSize,LogBodyMass,Diet,Foraging,Migration,MatingSystem,NestPlacement,Territoriality,Habitat.y,IslandDwelling,LogClutchSize,LogNightLights,LogHumanPopulationDensity
Trichastoma celebense,Pellorneum celebense,1,Passeriformes,LC,Yes,Volant,23.6,10.9,Shrubland,Carnivore,Invertivore,-2.17,19.6,10.1,3.7,4,26.4,74.8,7.6,61.9,55.1,Pellorneidae,LC,0,12.09779399,3.161246712,Invertebrates,GroundForaging,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,0.693147181,0.83235829,4.365643155
Toxorhamphus poliopterus,Toxorhamphus poliopterus,0,Passeriformes,LC,No,Volant,11.4,19.4,Forest,Omnivore,Omnivore,-5.71,30.9,21.6,3.7,3.8,18,66.4,12.7,52.8,37.4,Melanocharitidae,LC,0,12.09711734,2.429217744,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0,0.642114135,2.32238772
Aulacorhynchus haematopygus,Aulacorhynchus haematopygus,0,Piciformes,LC,No,Volant,194.4,15,Forest,Herbivore,Frugivore,3.35,94,88.3,22.8,28.2,35.7,134.5,20.7,117.7,155,Ramphastidae,LC,0,12.09646312,5.26986645,Fruit,ArborealGleaning,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,1.386294361,1.25743343,4.753590191
Rhynchortyx cinctus,Rhynchortyx cinctus,0,Galliformes,LC,No,Volant,150,36.2,Forest,Herbivore,Omnivore,9.46,15.5,9.9,7.9,11.1,31.6,110.2,39.6,69.7,45.6,Odontophoridae,LC,0,12.0957007,5.010635294,Generalist,GroundForaging,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,1.994700313,0.795270729,2.701361213
Rhipidura atra,Rhipidura atra,0,Passeriformes,LC,No,Volant,12.2,17.9,Forest,Carnivore,Invertivore,-5.25,14.9,6.1,4.1,3.7,22.2,78.7,14.1,64.6,86.7,Rhipiduridae,LC,0,12.09543769,2.501435952,Invertebrates,AerialSallying,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0,0.66021958,2.4765384
Monarcha frater,Monarcha frater,0,Passeriformes,LC,No,Volant,22,16.9,Forest,Carnivore,Invertivore,-5.5,19.1,12.6,6.3,5.9,18.7,83.7,14.2,69.3,66.6,Monarchidae,LC,0,12.09486786,3.091042453,Invertebrates,AerialSallying,PartiallyMigratory,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.916290732,0.651355562,1.945910149
Branta leucopsis,Branta leucopsis,0,Anseriformes,LC,No,Volant,1684,50.6,Grassland,Herbivore,Herbivore terrestrial,72.42,39,20.3,16.1,11.7,64.3,381.8,199.8,195.2,121,Anatidae,LC,0,12.09324767,7.42890938,TerrestrialPlants,GroundForaging,Migratory,NonCooperative,ExposedGround,none,Terrestrial,No,1.504077397,1.063659179,2.624668592
Artamus monachus,Artamus monachus,0,Passeriformes,LC,Yes,Volant,51.3,42.7,Forest,Carnivore,Invertivore,-2.06,29.6,20.1,11.2,11.3,19.7,152.2,65.5,87.5,72.6,Artamidae,LC,0,12.09298457,3.775286482,Invertebrates,AerialScreaning,Sedentary,Cooperative,ExposedElevated,weak,Terrestrial,No,1.058606954,0.83235829,4.329416684
Pseudobias wardi,Pseudobias wardi,0,Passeriformes,LC,Yes,Volant,12.7,20.1,Forest,Carnivore,Invertivore,-19.06,16.6,9.2,6.6,4.5,15.3,76.7,15.4,61.2,63.1,Vangidae,LC,0,12.09287651,2.541601993,Invertebrates,AerialSallying,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.945849534,0.8532356,3.543853682
Coua ruficeps,Coua ruficeps,0,Cuculiformes,LC,Yes,Volant,180,6.3,Forest,Carnivore,Invertivore,-17.68,27.8,13.6,6.3,8.4,57.5,164,10.4,153.6,241.8,Cuculidae,LC,0,12.0906444,5.192956851,Invertebrates,GroundForaging,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.693147181,0.790252997,2.63188884
Melanoptila glabrirostris,Melanoptila glabrirostris,0,Passeriformes,NT,No,Volant,35.4,15.9,Woodland,Omnivore,Invertivore,19.19,20.9,11.6,4.2,5,27.8,92.2,14.8,78.2,91,Mimidae,NT,0,12.09040362,3.56671182,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.693147181,1.110352557,3.198673118
Streptocitta albicollis,Streptocitta albicollis,0,Passeriformes,LC,Yes,Volant,248,20.3,Forest,Herbivore,Frugivore,-4.09,27.3,17.8,7.7,10,35.7,147,29.7,117.3,245,Sturnidae,LC,0,12.08834486,5.513428746,Fruit,ArborealGleaning,Sedentary,NonCooperative,Cavity,weak,Terrestrial,No,1.240786777,0.83235829,4.369447852
Heterophasia melanoleuca,Heterophasia melanoleuca,0,Passeriformes,LC,No,Volant,32.6,14.8,Forest,Herbivore,Omnivore,20.25,20.3,10.6,4.1,4.7,27.4,85.4,12.5,71.8,105.4,Leiotrichidae,LC,0,12.08822505,3.484312288,Generalist,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.916290732,1.216496962,3.404525172
Eubucco tucinkae,Eubucco tucinkae,0,Piciformes,LC,No,Volant,41.7,13.6,Forest,Herbivore,Frugivore,-11.37,24.1,16.9,8.5,10,19.9,76.6,10.4,66.2,59.9,Capitonidae,LC,0,12.08755203,3.730501129,Fruit,ArborealGleaning,Sedentary,NonCooperative,Cavity,weak,Terrestrial,No,1.299282984,0.651355562,0.641853886
Campylorhamphus pusillus,Campylorhamphus pusillus,0,Passeriformes,LC,No,Volant,40.5,16.2,Forest,Carnivore,Invertivore,2.28,55,49.2,4.2,5.7,20.8,95.6,15.5,80,95,Furnariidae,LC,0,12.08727785,3.701301974,Invertebrates,BarkGleaning,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.963679354,0.979370361,3.430756184
Atlapetes latinuchus,Atlapetes latinuchus,0,Passeriformes,LC,No,Volant,23.6,12.7,Forest,Omnivore,Omnivore,-2.11,15.6,9,5.2,6.8,25.9,74.6,9.4,65.1,72.6,Passerellidae,LC,0,12.0872756,3.159550359,Generalist,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,1.248730705,1.199478827,4.235554731
Loriculus stigmatus,Loriculus stigmatus,0,Psittaciformes,LC,Yes,Volant,28,41.6,Forest,Herbivore,Omnivore,-2.13,13.4,11,6,9,11.2,97.2,40.2,56.5,40.8,Psittacidae,LC,0,12.08725026,3.525772116,Generalist,ArborealGleaning,Sedentary,NonCooperative,Cavity,none,Terrestrial,No,1.243417106,0.836660027,4.370712875
Microcerculus philomela,Microcerculus philomela,0,Passeriformes,LC,No,Volant,17.8,8.1,Forest,Carnivore,Invertivore,14.46,19.2,12,3.6,3.9,20.7,58.4,4.7,52.9,19.2,Troglodytidae,LC,0,12.08710722,2.87807423,Invertebrates,GroundForaging,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,1.230784062,0.968546928,3.321432413
Sericornis arfakianus,Sericornis arfakianus,0,Passeriformes,LC,No,Volant,8.7,12.3,Forest,Carnivore,Invertivore,-5.28,12.7,6.8,2.8,3,18.6,53.8,6.4,45.8,38.2,Acanthizidae,LC,0,12.08561259,2.163323026,Invertebrates,ArborealGleaning,Sedentary,Cooperative,Cavity,strong,Terrestrial,No,0.998041382,0.642114135,2.186051277
Anous tenuirostris,Anous tenuirostris,0,Charadriiformes,LC,No,Volant,112,60.6,Marine,Carnivore,Aquatic predator,-4.3,46.7,27.6,3.8,5.7,21.2,212,128.4,83.3,105.4,Laridae,LC,0,12.08469509,4.718498871,AquaticAnimals,AerialScreaning,PartiallyMigratory,NonCooperative,ExposedElevated,none,Sea,No,0,0.911406817,6.683736345
Masius chrysopterus,Masius chrysopterus,0,Passeriformes,LC,No,Volant,11.5,12.8,Forest,Omnivore,Frugivore,1.38,10.3,5.2,3.8,3.6,17,59,8,54,42.1,Pipridae,LC,0,12.0829243,2.444084655,Fruit,AerialSallying,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.693147181,1.128180928,4.209160237
Phylloscopus budongoensis,Phylloscopus budongoensis,0,Passeriformes,LC,No,Volant,8.2,11.5,Forest,Carnivore,Invertivore,0.77,10.4,5.5,2.4,2.8,17,51.6,5.9,45.6,35.2,Phylloscopidae,LC,0,12.08217866,2.104134154,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,Cavity,weak,Terrestrial,No,1.098612289,0.81444764,4.276666119
Myzomela rosenbergii,Myzomela rosenbergii,0,Passeriformes,LC,No,Volant,10.3,19.3,Shrubland,Herbivore,Nectarivore,-5.18,18.8,10.8,2.6,2.6,14.8,61.9,11.2,46.9,39.8,Meliphagidae,LC,0,12.08165672,2.33408376,Nectar,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.693147181,0.651355562,2.687847494
Cotinga nattererii,Cotinga nattererii,0,Passeriformes,LC,No,Volant,57.2,24.8,Forest,Herbivore,Frugivore,6.15,18.1,10.2,6,5.7,22.5,111.8,27.7,84.1,76.8,Cotingidae,LC,0,12.08063923,4.160912273,Fruit,AerialSallying,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.693147181,0.987258545,3.421000009
Asthenes wyatti,Asthenes wyatti,0,Passeriformes,LC,No,Volant,15.2,13.8,Grassland,Carnivore,Invertivore,-16.8,15.7,9.9,2.9,3.6,24.2,68.1,9.5,58.9,81.3,Furnariidae,LC,0,12.07823643,2.721295428,Invertebrates,GroundForaging,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.916290732,1.131646962,3.832979798
Peucaea carpalis,Peucaea carpalis,0,Passeriformes,LC,No,Volant,15.3,13.5,Shrubland,Omnivore,Granivore,29.14,13,7.5,4,5.9,17.9,60.2,8.2,52.8,64.2,Passerellidae,LC,0,12.07791536,2.727852828,Seeds,GroundForaging,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,1.386294361,1.20236568,3.335769576
Lophophorus lhuysii,Lophophorus lhuysii,0,Galliformes,VU,No,Volant,3008,26.3,Shrubland,Herbivore,Herbivore terrestrial,32.05,60,41.7,21.1,16.3,76.4,336.6,87.8,245.7,291,Phasianidae,VU,1,12.07642968,8.009030685,TerrestrialPlants,GroundForaging,Sedentary,NonCooperative,ExposedGround,weak,Terrestrial,No,1.386294361,0.547722558,1.960094784
Granatellus venustus,Granatellus venustus,0,Passeriformes,LC,No,Volant,10.8,12.2,Forest,Carnivore,Invertivore,19.21,14.4,8.6,3.8,4.8,19,60.8,7.4,53.3,72.9,Cardinalidae,LC,0,12.07567975,2.379546134,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.079194203,1.252373233,3.921973336
Poeoptera stuhlmanni,Poeoptera stuhlmanni,0,Passeriformes,LC,No,Volant,39.3,26.7,Forest,Herbivore,Frugivore,-0.12,18.3,9.7,5.2,4.8,20.3,100.2,26.5,73,80.1,Sturnidae,LC,0,12.07399791,3.671224519,Fruit,ArborealGleaning,Sedentary,NonCooperative,Cavity,none,Terrestrial,No,1.240786777,0.88375617,5.095589
Geokichla erythronota,Geokichla erythronota,0,Passeriformes,NT,Yes,Volant,56.3,30,Forest,Carnivore,Invertivore,-2.2,20.4,11.7,4.9,5.7,32.2,115.5,33.4,77.9,79.8,Turdidae,NT,0,12.07111567,4.031049712,Invertebrates,GroundForaging,PartiallyMigratory,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.076353818,0.836660027,4.348986781
Syrmaticus soemmerringii,Syrmaticus soemmerringii,0,Galliformes,NT,No,Volant,1081.7,29.8,Forest,Omnivore,Omnivore,35.32,29.4,15.2,9.6,9.9,58.6,215.4,63.5,149.8,661.9,Phasianidae,NT,0,12.0710201,6.986252177,Invertebrates,GroundForaging,Sedentary,NonCooperative,ExposedGround,none,Terrestrial,No,1.945910149,1.803521886,5.07579862
Nonnula frontalis,Nonnula frontalis,0,Piciformes,LC,No,Volant,15.7,19.6,Forest,Carnivore,Invertivore,8.55,22.3,16.3,5.2,5.8,13.1,61,12,49,59.5,Bucconidae,LC,0,12.06997625,2.753660712,Invertebrates,AerialSallying,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.931558204,1.12468265,3.979681654
Eupherusa eximia,Eupherusa eximia,0,Caprimulgiformes,LC,No,Volant,4.3,63.5,Forest,Herbivore,Nectarivore,14.76,19.5,15,1.8,1.5,4.5,55.3,34.7,20,32,Trochilidae,LC,0,12.06975108,1.458615023,Nectar,AerialScreaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.693147181,1.143533857,4.197201948
Basilornis celebensis,Basilornis celebensis,0,Passeriformes,LC,Yes,Volant,126,24.6,Forest,Herbivore,Frugivore,-2.15,23,13.7,5.8,7.9,27.2,126.4,31,95.3,84.8,Sturnidae,LC,0,12.06875122,4.532599493,Fruit,ArborealGleaning,Sedentary,NonCooperative,Cavity,none,Terrestrial,No,1.240786777,0.836660027,4.387014176
Cyornis omissus,Cyornis omissus,0,Passeriformes,LC,Yes,Volant,18,21.4,Forest,Carnivore,Invertivore,-2.04,16.3,10.3,5,4.3,17.9,73.6,15.8,57.8,58.4,Muscicapidae,LC,0,12.06874434,2.890371758,Invertebrates,AerialSallying,Sedentary,NonCooperative,Cavity,strong,Coastal,No,1.162423801,0.836660027,4.394449155
Cisticola carruthersi,Cisticola carruthersi,0,Passeriformes,LC,No,Volant,11.2,10.1,Wetland,Carnivore,Invertivore,-0.29,13.1,7,2.3,2.8,20.1,57.8,6,51.8,53,Cisticolidae,LC,0,12.06871623,2.419478844,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,Cavity,weak,Wetland,No,1.098612289,0.930604859,5.403577877
Chaetocercus bombus,Chaetocercus bombus,0,Caprimulgiformes,NT,No,Volant,6.5,58.4,Forest,Herbivore,Nectarivore,-2.45,15.5,11,1.5,1.1,3.4,28.2,16.8,12,20.8,Trochilidae,VU,1,12.06758901,1.871802177,Nectar,AerialScreaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.693147181,1.213710009,4.084294226
Pseudochelidon eurystomina,Pseudochelidon eurystomina,0,Passeriformes,DD,No,Volant,26,49.2,Riverine,Carnivore,Invertivore,0.1,14.5,8.6,5.4,5,13.8,118.9,58.5,60.4,50.8,Hirundinidae,DD,0,12.06646167,3.258096538,Invertebrates,AerialScreaning,Migratory,NonCooperative,Cavity,none,Terrestrial,No,1.098612289,1.035558076,3.437207819
Baeolophus inornatus,Baeolophus inornatus,0,Passeriformes,LC,No,Volant,15.9,14.4,Shrubland,Omnivore,Invertivore,36.05,11.2,8.4,4.3,5,20.7,68,9.7,57.4,57.6,Paridae,LC,0,12.06624835,2.764430535,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,1.945910149,1.826517304,5.218191322
Cranioleuca curtata,Cranioleuca curtata,0,Passeriformes,VU,No,Volant,17.5,17.4,Forest,Carnivore,Invertivore,-7.09,14.7,8.8,3.1,3.7,17.7,63.8,11.1,52.8,71.8,Furnariidae,VU,1,12.06586473,2.862200881,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.963679354,1.079902949,4.097672352
Leucippus chlorocercus,Leucippus chlorocercus,0,Caprimulgiformes,LC,No,Volant,4.6,60.7,Shrubland,Herbivore,Nectarivore,-3.62,19.6,14.8,2.4,2,5.9,56.1,34,22.1,35.2,Trochilidae,LC,0,12.06563345,1.526056303,Nectar,AerialScreaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.693147181,0.933691485,2.990719732
Afrotis afra,Afrotis afra,0,Otidiformes,VU,No,Volant,690,37.7,Shrubland,Omnivore,Omnivore,-32.86,35.6,18.9,8.7,8.4,88.5,290.8,107.7,178.3,126.6,Otididae,VU,1,12.06219997,6.536677105,Invertebrates,GroundForaging,Sedentary,NonCooperative,ExposedGround,none,Terrestrial,No,0.405465108,1.044447802,3.295836866
Neomixis viridis,Neomixis viridis,0,Passeriformes,LC,Yes,Volant,7,14.7,Forest,Carnivore,Invertivore,-18.72,12.2,6.6,2,2.2,15.2,43.5,6.4,37.1,32.2,Cisticolidae,LC,0,12.06208391,1.945910149,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,Cavity,weak,Terrestrial,No,1.072636802,0.8532356,3.55820113
Ochthoeca cinnamomeiventris,Ochthoeca cinnamomeiventris,0,Passeriformes,LC,No,Volant,12,17.2,Shrubland,Carnivore,Invertivore,3.14,13.6,7.2,5.1,3.4,18.1,63.3,10.9,52.6,54.4,Tyrannidae,LC,0,12.06189103,2.48490665,Invertebrates,AerialSallying,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,0.99889426,1.318262007,4.761318868
Spinus olivaceus,Spinus olivaceus,0,Passeriformes,LC,No,Volant,13.6,29.4,Forest,Herbivore,Granivore,-10.53,11.6,8,4.8,6.1,14.2,63,18.6,44.4,39,Fringillidae,LC,0,12.0617732,2.733067964,Seeds,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.351776856,0.774596669,2.282382386
Loboparadisea sericea,Loboparadisea sericea,0,Passeriformes,NT,No,Volant,67.3,10.9,Forest,Herbivore,Frugivore,-5.51,19.8,8.6,6.1,5.5,31.3,93.8,10.2,84,61.2,Cnemophilidae,NT,0,12.06101971,4.208714372,Fruit,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0,0.642114135,2.174751721
Trichoglossus ornatus,Trichoglossus ornatus,0,Psittaciformes,LC,Yes,Volant,120,47.4,Forest,Herbivore,Nectarivore,-2.13,23.2,18.8,10.7,18,17.4,125,60,66.5,79.2,Psittacidae,LC,0,12.06100814,4.787491743,Nectar,ArborealGleaning,Sedentary,NonCooperative,Cavity,none,Terrestrial,No,0.693147181,0.836660027,4.398146017
Phylloscartes nigrifrons,Phylloscartes nigrifrons,0,Passeriformes,LC,No,Volant,9.1,14.1,Forest,Carnivore,Invertivore,5.06,12,7.2,3.7,3,16.9,58.9,8.3,50.6,61.2,Tyrannidae,LC,0,12.06053056,2.208274414,Invertebrates,AerialSallying,Sedentary,NonCooperative,Cavity,weak,Terrestrial,No,0.99889426,0.651355562,0.587786665
Pitta megarhyncha,Pitta megarhyncha,0,Passeriformes,NT,No,Volant,106,17.1,Woodland,Carnivore,Invertivore,6.76,34.7,24.3,9.6,11.1,37.9,113.4,19.1,92.4,35,Pittidae,NT,0,12.06036225,4.663439094,Invertebrates,GroundForaging,Sedentary,NonCooperative,Cavity,weak,Coastal,No,1.098612289,1.146862958,5.704781975
Bernieria madagascariensis,Bernieria madagascariensis,0,Passeriformes,LC,Yes,Volant,25.3,11.4,Forest,Carnivore,Invertivore,-18.39,24.4,14.1,3.4,4.7,23.4,77.2,8.7,66.6,72.4,Bernieridae,LC,0,12.05953822,3.148453361,Invertebrates,GroundForaging,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,0.693147181,0.845069727,3.563882964
Lophophorus sclateri,Lophophorus sclateri,0,Galliformes,VU,No,Volant,2500,27,Forest,Herbivore,Omnivore,28.17,48.4,31.8,18.1,15.4,74,295.2,79.7,215.6,186.5,Phasianidae,VU,1,12.05951217,7.824046011,TerrestrialPlants,GroundForaging,Sedentary,NonCooperative,ExposedGround,weak,Terrestrial,No,1.609437912,0.707106781,2.517696473
Neosuthora davidiana,Suthora davidiana,1,Passeriformes,LC,No,Volant,8.5,14.8,Forest,Omnivore,Omnivore,21.9,9.1,4.8,3.7,6.3,17.7,49.3,7.2,41.6,39.6,Sylviidae,LC,0,12.05781275,3.031581926,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.255863746,1.266144523,4.391976966
Grafisia torquata,Grafisia torquata,0,Passeriformes,LC,No,Volant,64,29.4,Woodland,Herbivore,Frugivore,6.22,20.6,11.5,5.7,5.9,22.4,119.6,35.8,85.7,89,Sturnidae,LC,0,12.05709573,4.158883083,Fruit,ArborealGleaning,Sedentary,NonCooperative,Cavity,weak,Terrestrial,No,1.240786777,1.091621514,2.839078464
Thaumastura cora,Thaumastura cora,0,Caprimulgiformes,LC,No,Volant,1.9,64.5,Shrubland,Herbivore,Nectarivore,-11.99,16,12.4,1.6,1.4,4,40.3,26,14.4,73.4,Trochilidae,LC,0,12.05605931,0.641853886,Nectar,AerialScreaning,PartiallyMigratory,NonCooperative,ExposedElevated,none,Terrestrial,No,0.693147181,1.180185929,4.396915247
Phalacrocorax nigrogularis,Phalacrocorax nigrogularis,0,Suliformes,VU,No,Volant,1560,42.2,Marine,Carnivore,Aquatic predator,20.52,73.5,59.5,12.8,15.3,73.9,282.8,119.4,163.3,92,Phalacrocoracidae,VU,1,12.05564561,7.477847426,AquaticAnimals,AquaticDive,Sedentary,NonCooperative,ExposedGround,none,Sea,No,1.098612289,1.195109069,5.625099953
Turdus infuscatus,Turdus infuscatus,0,Passeriformes,LC,No,Volant,72.4,26.6,Forest,Omnivore,Invertivore,16.41,22,12.1,5.2,6.1,29.7,122.5,33.3,91.7,104.2,Turdidae,LC,0,12.05553576,4.282206299,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.076353818,1.269823432,4.661550519
Arses insularis,Arses insularis,0,Passeriformes,LC,No,Volant,19.3,14.7,Forest,Carnivore,Invertivore,-3.76,16.8,8.6,5.3,4.1,17.6,78.6,11.6,67,67.9,Monarchidae,LC,0,12.05522417,2.960105096,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,0.796582768,0.600462428,2.197224577
Crossoptilon crossoptilon,Crossoptilon crossoptilon,0,Galliformes,NT,No,Volant,2075.3,15.8,Forest,Herbivore,Herbivore terrestrial,29.47,51,35.1,18.9,17.2,93.9,312.4,48.4,258.1,417.6,Phasianidae,NT,0,12.054795,7.637836907,TerrestrialPlants,GroundForaging,Sedentary,NonCooperative,ExposedGround,strong,Terrestrial,No,1.871802177,0.611690885,1.974081026
Phylloscopus kansuensis,Phylloscopus kansuensis,0,Passeriformes,LC,No,Volant,6.6,19.5,Forest,Carnivore,Invertivore,36.08,9.6,5.1,2.2,2.1,15.9,53.5,10.4,43.1,42.4,Phylloscopidae,LC,0,12.05452682,1.89009537,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,Cavity,weak,Terrestrial,No,1.414732296,1.097341997,4.718498871
Eumyias panayensis,Eumyias panayensis,0,Passeriformes,LC,Yes,Volant,20,16.2,Forest,Carnivore,Invertivore,3.9,14.2,8,4.6,3.5,16.8,75.6,12.3,63.3,63.5,Muscicapidae,LC,0,12.05325067,2.995732274,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,Cavity,weak,Terrestrial,No,1.162423801,0.845069727,3.642835516
Aegithalos leucogenys,Aegithalos leucogenys,0,Passeriformes,LC,No,Volant,6.7,16.6,Forest,Carnivore,Invertivore,33.14,7.6,4.8,2,3.2,16.2,52.8,8.8,44,51,Aegithalidae,LC,0,12.05272098,1.902107526,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,Cavity,weak,Terrestrial,No,1.871802177,0.763606698,4.289088639
Neophema chrysostoma,Neophema chrysostoma,0,Psittaciformes,LC,No,Volant,46.1,42.6,Woodland,Herbivore,Granivore,-39.43,14.1,11.2,7.6,12,14.8,104.8,45.1,61,125.4,Psittacidae,LC,0,12.05208604,3.83081295,Seeds,GroundForaging,Sedentary,NonCooperative,Cavity,none,Terrestrial,No,1.609437912,1.135081439,3.328626689
Megascops ingens,Megascops ingens,0,Strigiformes,LC,No,Volant,165.3,27.7,Forest,Carnivore,Invertivore,-8.25,24.3,12.8,7.6,11.3,34.8,194.3,52.8,137.6,100.7,Strigidae,LC,0,12.05186555,5.10788299,Invertebrates,AerialSallying,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,1.143507609,0.845069727,3.010620886
Pytilia lineata,Pytilia lineata,0,Passeriformes,LC,No,Volant,14.3,17.7,Woodland,Omnivore,Omnivore,10.01,13.2,8.2,5.6,5.2,16.6,56.5,10,46.5,35,Estrildidae,LC,0,12.05144719,2.660259537,Seeds,GroundForaging,Sedentary,NonCooperative,Cavity,weak,Terrestrial,No,1.501685051,0.914691219,4.623010104
Pachycare flavogriseum,Pachycare flavogriseum,0,Passeriformes,LC,No,Volant,16.2,15,Forest,Carnivore,Invertivore,-5.36,16,9,4.2,4.8,20.7,62.8,9.2,52.6,42.2,Acanthizidae,LC,0,12.05006249,2.785011242,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.693147181,0.632455532,2.041220329
Glaucis aeneus,Glaucis aeneus,0,Caprimulgiformes,LC,No,Volant,4.8,60.6,Forest,Herbivore,Nectarivore,8.77,31.4,25.9,2.2,2.6,4.8,52.5,31.8,20.7,33.2,Trochilidae,LC,0,12.04921472,1.568615918,Nectar,AerialScreaning,Sedentary,NonCooperative,ExposedElevated,none,Terrestrial,No,0.693147181,0.890912674,2.970414466
Vireolanius melitophrys,Vireolanius melitophrys,0,Passeriformes,LC,No,Volant,34.7,16.2,Forest,Carnivore,Invertivore,18.16,20.5,10.7,5.7,7.1,25,81,13.1,67.9,68.2,Vireonidae,LC,0,12.04846926,3.546739687,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,1.124320645,1.344735711,4.478472533
Stachyris nigricollis,Stachyris nigricollis,0,Passeriformes,NT,No,Volant,26.2,12.4,Forest,Carnivore,Invertivore,2.95,19.9,12.6,4,5.6,23,71.8,8.9,62.6,54.4,Timaliidae,NT,0,12.04758909,3.265759411,Invertebrates,ArborealGleaning,Sedentary,NonCooperative,Cavity,strong,Terrestrial,No,0.693147181,1.402580321,4.566429358
Timeliopsis griseigula,Timeliopsis griseigula,0,Passeriformes,LC,No,Volant,32,17,Forest,Omnivore,Omnivore,-3.8,23.5,12.9,4.4,5,23,93.7,15.1,73.8,69.1,Meliphagidae,LC,0,12.04569026,3.465735903,Generalist,ArborealGleaning,Sedentary,NonCooperative,ExposedElevated,weak,Terrestrial,No,0.797102215,0.699927102,2.415913778
Melozone aberti,Melozone aberti,0,Passeriformes,LC,No,Volant,45.9,12.8,Shrubland,Carnivore,Invertivore,33.84,16.6,10.4,5.6,8.3,28.4,89.7,11.5,78.2,110.5,Passerellidae,LC,0,12.04484641,3.827118498,Invertebrates,GroundForaging,Sedentary,NonCooperative,ExposedElevated,strong,Terrestrial,No,1.252762968,1.413328849,3.440418095
Euplectes nigroventris,Euplectes nigroventris,0,Passeriformes,LC,No,Volant,12.5,17.9,Grassland,Herbivore,Granivore,-6.74,12.7,8.3,5.2,7,16.3,56.5,10.1,46.4,31.1,Ploceidae,LC,0,12.04420703,2.525728644,Seeds,GroundForaging,Sedentary,NonCooperative,Cavity,weak,Terrestrial,No,1.088140989,0.951597874,4.32677816
